keep,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Tier,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
,93773-87233:Bryan Thompson,93773-87233,WR,Bryan,Bryan Thompson,Thompson,,,,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-149827:Nick Guggemos,93773-149827,TE,Nick,Nick Guggemos,Guggemos,,,,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
x,93773-129219:Israel Abanikanda,93773-129219,RB,Israel,Israel Abanikanda,Abanikanda,,0,,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-86341:Xazavian Valladay,93773-86341,RB,Xazavian,Xazavian Valladay,Valladay,,,,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-69833:Shane Buechele,93773-69833,QB,Shane,Shane Buechele,Buechele,,,,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-27721:Justin Hardee Sr.,93773-27721,WR,Justin,Justin Hardee Sr.,Hardee Sr.,0,,1,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-63050:Ty Johnson,93773-63050,RB,Ty,Ty Johnson,Johnson,3.066666603,,12,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-149708:Zach Davidson,93773-149708,TE,Zach,Zach Davidson,Davidson,,,,5000,BUF@NYJ,BUF,NYJ,IR,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,93773-53967:Nick Bawden,93773-53967,RB,Nick,Nick Bawden,Bawden,,,,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-41042:Marcell Ateman,93773-41042,WR,Marcell,Marcell Ateman,Ateman,,,,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-70868:Damarea Crockett,93773-70868,RB,Damarea,Damarea Crockett,Crockett,,,,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-90583:Tyrell Shavers,93773-90583,WR,Tyrell,Tyrell Shavers,Shavers,,,,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-72665:Kenny Yeboah,93773-72665,TE,Kenny,Kenny Yeboah,Yeboah,,,,5000,BUF@NYJ,NYJ,BUF,IR,Hamstring,,,,MVP - 1.5X Points/AnyFLEX
,93773-86238:Zack Kuntz,93773-86238,TE,Zack,Zack Kuntz,Kuntz,,,,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-104289:Malik Taylor,93773-104289,WR,Malik,Malik Taylor,Taylor,,,,5000,BUF@NYJ,NYJ,BUF,Q,Illness,,,,MVP - 1.5X Points/AnyFLEX
,93773-130274:Isaiah Coulter,93773-130274,WR,Isaiah,Isaiah Coulter,Coulter,,,,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-53095:Kyle Allen,93773-53095,QB,Kyle,Kyle Allen,Allen,9.970000267,,2,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-186991:Jerome Kapp,93773-186991,WR,Jerome,Jerome Kapp,Kapp,,,,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-38767:Chris Streveler,93773-38767,QB,Chris,Chris Streveler,Streveler,9,,1,5000,BUF@NYJ,NYJ,BUF,Q,Thumb,,,,MVP - 1.5X Points/AnyFLEX
,93773-88433:Travis Dye,93773-88433,RB,Travis,Travis Dye,Dye,,,,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-90480:Joel Wilson,93773-90480,TE,Joel,Joel Wilson,Wilson,,,,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-38386:Tre'Davious White,93773-38386,WR,Tre'Davious,Tre'Davious White,White,,,,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-57208:KeeSean Johnson,93773-57208,WR,KeeSean,KeeSean Johnson,Johnson,,,,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,93773-45439:Corey Davis,93773-45439,WR,Corey,Corey Davis,Davis,6.27692296,,13,5000,BUF@NYJ,NYJ,BUF,IR,Personal,,,,MVP - 1.5X Points/AnyFLEX
